Horizontalstrahlung;Oststrahlung;Südstrahlung;Weststrahlung;Nordstrahlung;Außentemperatur;Rel. Feuchte
0;0;0;0;0;4.1;100
0;0;0;0;0;3.6;100
0;0;0;0;0;3.5;100
51;326;20;20;110;4.2;100
182;542;53;53;101;5.6;100
325;596;141;93;93;7.2;91.1
475;628;284;121;121;9;74.5
590;556;407;146;146;10.7;68.6
674;434;499;161;161;12.2;58.2
757;281;578;167;167;13.6;52.4
726;171;555;245;171;14.6;47.9
666;167;496;399;167;15.4;47.2
613;149;429;544;149;15.8;46.1
499;124;308;625;124;15.8;49.4
355;98;166;618;98;15.1;50.8
210;60;60;599;96;14;54.1
77;30;30;373;119;12.9;54.7
1;0;0;0;0;11.5;61.6
0;0;0;0;0;10.3;72.9
0;0;0;0;0;9;79.5
0;0;0;0;0;7.7;83.2
0;0;0;0;0;6.4;85.4
0;0;0;0;0;5.8;88
0;0;0;0;0;5.1;89.6
0;0;0;0;0;4.8;91.5
0;0;0;0;0;4.5;96
0;0;0;0;0;4.4;91.5
50;299;20;20;103;5.1;88
169;462;56;56;98;6.5;86.5
319;569;139;95;95;8.3;83.2
452;573;270;129;129;10.1;76.9
566;519;386;157;157;11.9;62.8
651;418;478;162;162;13.5;59.1
708;273;535;172;172;15;54.8
686;179;516;245;179;16.3;47.2
628;175;446;368;175;17;44.8
565;163;377;469;163;17.5;43.9
466;133;287;560;133;17.5;45.7
321;100;150;496;100;16.8;47
182;65;65;388;88;15.6;51.5
61;26;26;219;77;14.1;54.5
0;0;0;0;0;12.9;59.6
0;0;0;0;0;11.8;64.4
0;0;0;0;0;10.7;70.6
0;0;0;0;0;9.5;76.8
0;0;0;0;0;8.4;78.1
0;0;0;0;0;7.7;72.7
0;0;0;0;0;6.8;73.8
0;0;0;0;0;6.4;74.9
0;0;0;0;0;6.1;79.2
0;0;0;0;0;6;84.6
68;440;26;26;151;7;76.8
222;744;50;50;123;8.8;68.7
402;839;142;74;74;11;62.2
574;812;319;95;95;13.4;56.7
719;693;476;113;113;15.9;43.6
823;506;591;126;126;18.5;34.9
880;277;653;132;132;20.7;30
884;133;657;237;133;22.4;25.5
838;127;606;472;127;23.5;25.6
742;115;499;668;115;24.2;25.4
603;97;348;803;97;24.2;25.5
432;77;171;846;77;23.5;24.9
250;54;54;769;107;22;28.2
89;28;28;521;161;20;33.2
0;0;0;0;0;17.9;40.5
0;0;0;0;0;16;52.3
0;0;0;0;0;14.1;57.3
0;0;0;0;0;12.8;61.2
0;0;0;0;0;11.3;68.5
0;0;0;0;0;10.3;70.1
0;0;0;0;0;9.2;75.5
0;0;0;0;0;8.6;77.6
0;0;0;0;0;8.2;77.6
0;0;0;0;0;8.1;78.4
70;435;26;26;151;9.1;75.3
222;722;52;52;125;10.8;65.3
402;829;140;75;75;13;58.8
572;803;314;96;96;15.4;50
717;686;470;115;115;18.2;39.8
815;500;580;128;128;20.7;33.8
866;275;637;136;136;22.7;30.2
866;137;638;238;137;24.3;27.1
818;132;586;462;132;25.4;26.6
722;121;483;647;121;25.9;26.1
585;103;337;770;103;25.9;26.1
421;78;165;819;78;25.2;29
245;56;56;733;109;23.7;34.2
87;29;29;491;155;21.8;41.3
0;0;0;0;0;19.7;47.5
0;0;0;0;0;17.7;57.7
0;0;0;0;0;15.8;64.2
0;0;0;0;0;13.8;71.8
0;0;0;0;0;12.4;74.4
0;0;0;0;0;11.4;81.2
0;0;0;0;0;10.4;86.9
0;0;0;0;0;9.9;97
0;0;0;0;0;9.6;93.2
0;0;0;0;0;9.6;90.8
27;13;14;14;14;9.9;84.4
36;15;19;19;19;10.1;83.7
129;77;66;65;65;10.8;83
369;373;206;133;133;12.5;76.3
512;409;318;170;170;14.1;64
602;373;414;176;176;16.1;58.5
634;261;449;188;188;17.7;57.7
713;177;526;248;177;19.3;52.3
559;184;371;321;184;20;46
524;168;342;424;168;20.5;46.5
335;134;185;284;134;20.3;49.1
136;69;70;81;69;19.2;51.4
22;12;12;8;12;17.9;69.2
46;22;22;69;35;16.8;61.5
1;0;0;0;0;15.7;63.6
0;0;0;0;0;14.3;69.6
0;0;0;0;0;13.2;74.5
0;0;0;0;0;12.1;73.3
0;0;0;0;0;11;79.5
0;0;0;0;0;10;85.3
0;0;0;0;0;8.9;89.3
0;0;0;0;0;8.2;96.5
0;0;0;0;0;7.9;97.9
0;0;0;0;0;7.8;97.9
37;32;19;19;23;8.3;92
121;141;56;56;66;9.2;81.3
236;242;111;100;100;10.4;72.8
325;280;176;132;132;11.6;68.7
426;327;263;162;162;12.8;64.2
458;265;283;178;178;13.6;59.8
498;226;332;184;184;14.7;54
472;186;298;209;186;15.4;52.9
514;182;337;297;182;16.2;51.4
451;174;269;315;174;16.5;53
354;139;202;326;139;16.5;54.3
236;103;116;226;103;16.1;56.7
143;64;64;172;73;15.2;56.8
47;23;23;41;28;14.1;61.8
1;0;0;0;0;13.3;65.7
0;0;0;0;0;12.3;71.6
0;0;0;0;0;11.3;74.7
0;0;0;0;0;10.3;78.7
0;0;0;0;0;9.3;88.2
0;0;0;0;0;8.7;88.7
0;0;0;0;0;8;95.9
0;0;0;0;0;7.7;96.2
0;0;0;0;0;7.4;97.5
0;0;0;0;0;7.3;99.4
69;347;27;27;127;8.3;100
212;585;60;60;122;10;95
376;731;134;86;86;12.1;90.1
542;741;296;109;109;14.3;79.8
687;653;445;127;127;17;59.5
784;485;552;141;141;19.5;47.1
823;279;607;151;151;21.6;40
822;153;607;248;153;23.1;35.2
783;144;561;455;144;24.2;33.7
692;131;459;624;131;24.8;31.7
565;109;319;737;109;24.8;31.7
417;85;158;784;85;24.1;33.9
246;57;57;706;116;22.8;37.2
94;33;33;469;157;20.9;41.6
1;1;1;0;0;18.9;49.5
0;0;0;0;0;17.4;61.9
0;0;0;0;0;16;64
0;0;0;0;0;14.6;70.1
0;0;0;0;0;13.4;79.3
0;0;0;0;0;12.8;79.4
0;0;0;0;0;12.1;82.5
0;0;0;0;0;11.8;89.4
0;0;0;0;0;11.5;92.8
0;0;0;0;0;11.5;90.8
12;1;7;7;5;11.6;95.9
48;22;25;25;25;12;86.7
159;105;80;78;78;12.9;81.1
172;100;91;87;87;13.5;79.8
245;141;133;120;120;14.1;77.9
240;129;131;120;120;14.7;81.1
248;128;136;124;124;15.2;70.1
250;125;138;128;125;15.6;71.7
260;128;143;140;128;15.9;70.9
239;118;130;136;118;16;81.1
169;86;89;97;86;16.1;73.2
137;69;71;81;69;15.9;76.8
57;30;30;28;30;15.4;80.7
16;9;9;3;7;14.8;82.6
1;0;0;0;0;13.5;92.3
0;0;0;0;0;13.4;91
0;0;0;0;0;12.5;97.9
0;0;0;0;0;11.9;97.9
0;0;0;0;0;11.1;96.5
0;0;0;0;0;10.5;96.5
0;0;0;0;0;9.8;97.9
0;0;0;0;0;9.6;96.5
0;0;0;0;0;8.4;98.6
0;0;0;0;0;9.4;97.9
9;0;5;5;3;9.5;97.9
54;27;28;28;28;9.9;96.5
101;56;53;52;52;10.4;93.8
168;97;88;85;85;10.9;86.8
221;126;119;109;109;11.6;83.5
251;136;138;125;125;12.2;81.9
229;118;126;116;116;12.5;81
225;114;123;116;114;12.4;94.2
203;103;110;109;103;12.9;88.5
221;111;119;124;111;13;84.1
136;70;72;75;70;12.9;83.7
92;48;48;49;48;12.7;87.6
45;24;24;20;23;12.3;88.2
23;12;12;7;11;11.9;89.5
1;0;0;0;0;11.5;93
0;0;0;0;0;11.3;87.8
0;0;0;0;0;11;90.9
0;0;0;0;0;10.7;93.2
0;0;0;0;0;10.3;96.5
0;0;0;0;0;9.9;97.9
0;0;0;0;0;10.2;97.9
0;0;0;0;0;10.4;96.5
0;0;0;0;0;10.3;96.5
0;0;0;0;0;10.5;97.9
17;3;9;9;7;10.8;97.9
52;25;27;27;27;11.2;94.5
81;42;43;43;43;11.7;90.3
105;56;56;55;55;12.1;87.2
148;81;79;77;77;12.7;83.1
182;97;98;93;93;13.2;83
188;98;102;96;96;13.6;81.1
197;101;107;102;101;13.8;73
172;88;93;92;88;14;81.1
169;86;90;93;86;12.9;90.7
145;75;77;81;75;14.4;81.1
108;56;56;60;56;14.2;81.1
54;29;29;26;28;13.6;85.2
23;12;12;7;11;13.6;81.1
1;0;0;0;0;13.3;81.1
0;0;0;0;0;12.7;85.2
0;0;0;0;0;12;85.2
0;0;0;0;0;11.1;81.2
0;0;0;0;0;10.6;81.2
0;0;0;0;0;9.7;85.3
0;0;0;0;0;8.8;89.8
0;0;0;0;0;8.4;91.8
0;0;0;0;0;7.9;90.2
1;0;0;0;0;8;89.2
41;29;21;21;24;8.5;87.3
136;162;61;61;74;9.5;81.3
229;221;108;100;100;10.6;72.4
318;264;169;132;132;11.7;68.7
435;329;261;165;165;12.9;58.8
425;245;256;179;179;13.5;61.4
520;231;340;188;188;14.6;53.7
473;188;293;210;188;15.4;52.1
472;177;302;273;177;15.9;52.6
357;154;207;236;154;16.1;52.8
219;107;115;134;107;15.6;52.3
107;55;56;59;55;14.8;54.4
70;36;36;37;36;13.9;56.4
9;5;5;1;4;13.2;58.6
1;0;0;0;0;12.5;61.5
0;0;0;0;0;11.3;73.6
0;0;0;0;0;10;77.2
0;0;0;0;0;8.8;81.8
0;0;0;0;0;7.6;86
0;0;0;0;0;6.5;91.1
0;0;0;0;0;5.4;97
0;0;0;0;0;4.7;100
0;0;0;0;0;4.3;100
1;0;0;0;0;4.2;100
94;488;33;33;183;5.4;98.3
258;760;58;58;153;7.1;86.2
422;822;122;79;79;8.9;86.8
610;813;308;115;115;11;76.7
712;662;438;129;129;12.8;58.8
809;498;549;166;166;14.3;53
349;170;211;153;153;13.7;55.3
388;179;219;188;179;13.5;55.8
397;172;238;223;172;13.4;60.7
360;158;208;236;158;13.4;58.7
276;129;145;180;129;12.9;58.1
181;88;91;121;88;12.1;63
115;57;57;80;59;11.2;64
34;18;18;16;17;10.2;64.8
1;1;1;0;0;9.2;68.1
0;0;0;0;0;8.3;74.6
0;0;0;0;0;7.3;78.6
0;0;0;0;0;6.4;83.9
0;0;0;0;0;5.5;89.5
0;0;0;0;0;5.1;93
0;0;0;0;0;4.7;96.3
0;0;0;0;0;4.4;97
0;0;0;0;0;4.2;94.5
1;0;0;0;0;3.8;97.9
35;19;18;18;18;4.6;92.1
97;63;49;49;51;5.4;89.1
160;103;81;79;79;6.3;82.2
213;130;111;104;104;7.1;81.3
265;154;143;128;128;7.8;69.2
303;164;167;145;145;8.5;66.8
323;161;180;154;154;9.1;66.4
328;156;183;162;156;9.6;66.6
312;148;173;167;148;9.9;69
276;133;149;159;133;10.1;65.8
220;107;115;134;107;10.1;62.9
153;77;78;94;77;9.8;79.8
97;49;49;60;50;9.4;65.3
36;19;19;18;19;8.8;64
1;1;1;0;0;8.2;68.5
0;0;0;0;0;7.5;74.5
0;0;0;0;0;6.9;79.5
0;0;0;0;0;6.2;81.8
0;0;0;0;0;5.6;80.7
0;0;0;0;0;5;86.7
0;0;0;0;0;4.7;93
0;0;0;0;0;4.5;94.5
0;0;0;0;0;4.4;97.9
1;0;1;1;0;4.5;93.7
55;113;27;27;56;5.4;91.9
58;29;31;31;30;5.7;87.3
34;15;18;18;18;5.6;88.9
206;127;107;100;100;6.7;83.6
58;30;31;31;31;6.7;79
67;35;35;36;36;6.7;77.9
487;220;299;188;188;8.3;66.9
575;194;372;233;194;9.8;64.7
534;186;336;304;186;11;59.4
529;169;325;419;169;11.9;54.4
676;148;353;824;148;13;47.3
334;117;143;448;117;13.2;42.5
113;56;56;79;59;12.6;42.7
9;5;5;1;4;11.8;44.8
1;1;1;0;0;11;47.7
0;0;0;0;0;10.1;54.2
0;0;0;0;0;9.1;56.1
0;0;0;0;0;8.2;60
0;0;0;0;0;7.3;66.2
0;0;0;0;0;6.1;66.6
0;0;0;0;0;4.8;70.9
0;0;0;0;0;4;74.5
0;0;0;0;0;3.5;83.8
1;0;1;1;0;3.4;89.1
83;333;33;33;135;4.4;87.4
224;575;62;62;136;5.9;82.4
393;726;119;89;89;7.7;75.4
543;703;274;120;120;9.6;69.9
671;615;409;141;141;11.4;58.8
759;465;505;158;158;12.9;54.3
809;281;559;165;165;14.1;50.2
841;158;583;252;158;15.5;49.1
791;151;530;452;151;16.4;45.4
707;135;435;619;135;16.8;45.1
582;113;298;731;113;16.7;46.8
423;91;140;750;91;16.1;52.2
261;66;66;675;138;14.8;55.6
109;38;38;429;160;13.4;60.5
4;2;2;0;1;11.8;71.1
0;0;0;0;0;10.6;81.9
0;0;0;0;0;9.3;85.2
0;0;0;0;0;8.1;92.3
0;0;0;0;0;6.8;93.4
0;0;0;0;0;6.6;95.8
0;0;0;0;0;6.3;99
0;0;0;0;0;6.1;97.5
0;0;0;0;0;6;92.3
1;0;1;1;0;5.9;87.6
73;177;33;33;82;6.9;83.6
173;268;72;72;101;8.3;76.1
326;474;122;106;106;10;71.4
496;591;256;137;137;12.1;67.4
630;558;380;154;154;14.1;51.6
629;379;403;183;183;15.9;49
669;264;444;188;188;17.4;46.1
648;190;431;243;190;18.5;44.5
605;184;391;349;184;19.2;40.9
562;170;339;446;170;19.6;41.3
454;144;242;474;144;19.5;43.9
315;116;135;378;116;18.8;48
148;68;68;157;79;17.4;54.7
58;29;29;45;34;15.7;64
1;1;1;0;0;14.1;73.3
0;0;0;0;0;13.9;85.2
0;0;0;0;0;13.7;86.6
0;0;0;0;0;13.5;83.4
0;0;0;0;0;13.5;86.7
0;0;0;0;0;13.7;84.8
0;0;0;0;0;14.1;86.2
0;0;0;0;0;14.2;85.7
0;0;0;0;0;14.5;86
1;0;0;0;0;14.5;92.2
23;7;12;12;10;15;95.4
62;32;32;32;32;15.8;93.8
103;56;54;54;54;16.6;95.1
146;81;77;75;75;17.5;92.8
195;109;104;98;98;18.5;91.5
186;100;100;95;95;19.1;85.8
194;101;105;99;99;19.6;84.6
179;92;97;93;92;19.9;80.7
171;88;92;91;88;20.2;80.1
143;75;76;77;75;20.2;83
138;71;73;76;71;20.3;82.8
117;60;61;65;60;20.1;83.6
71;37;37;37;37;19.9;84.9
36;19;19;17;18;19.4;87.2
2;1;1;0;0;18.6;92
0;0;0;0;0;18.5;92.6
0;0;0;0;0;18.1;95.1
0;0;0;0;0;16.7;98.6
0;0;0;0;0;17;97.9
0;0;0;0;0;16.9;97.9
0;0;0;0;0;16.4;97.9
0;0;0;0;0;16.5;96.5
0;0;0;0;0;16.3;97.9
1;0;0;0;0;16.5;96.5
10;1;5;5;4;16.6;96.4
22;8;12;12;11;16.8;96.4
39;18;21;21;21;17;93
51;26;27;27;27;17.2;92.1
62;32;33;33;33;17.4;89.8
70;37;37;38;38;17.5;87.8
75;40;40;40;40;17.7;83.7
75;40;40;40;40;17.4;90.9
71;38;38;38;38;17.9;86.5
67;36;36;35;36;17.3;91.2
53;29;28;27;29;17.2;93.8
39;21;21;18;21;16.4;98.6
24;13;13;10;13;15.7;98.6
10;6;6;2;4;17.4;95.8
2;1;1;0;0;17.2;94.6
0;0;0;0;0;16.3;97.9
0;0;0;0;0;16.9;97.9
0;0;0;0;0;17;97.9
0;0;0;0;0;16.9;97.9
0;0;0;0;0;16.9;96.4
0;0;0;0;0;17;96
0;0;0;0;0;17;95.9
0;0;0;0;0;17;95.1
1;0;1;1;0;16.9;97.9
18;4;10;10;8;17;97.9
48;23;26;26;25;17.9;88.6
78;40;41;41;41;18.5;88.4
97;51;51;51;51;19;83.6
133;72;71;69;69;19.6;82.5
138;74;74;72;72;20;84.1
150;79;81;78;78;20.4;82.1
164;85;89;86;85;20.8;80.3
163;84;87;87;84;21.1;78.9
144;75;77;78;75;21.2;78.1
113;59;60;61;59;21.2;78
88;46;46;46;46;21.1;78.4
54;29;29;26;28;20.7;80.6
26;14;14;9;12;20.2;82.9
2;1;1;0;0;20;84.2
0;0;0;0;0;19;89.4
0;0;0;0;0;19;89.6
0;0;0;0;0;19;84.3
0;0;0;0;0;17.2;98.6
0;0;0;0;0;18.6;86.3
0;0;0;0;0;18.4;91.8
0;0;0;0;0;18;92.8
0;0;0;0;0;18.1;86.6
1;0;1;1;0;18.2;94.3
55;52;27;27;36;19.2;88.6
132;107;63;63;70;20.4;81.4
218;163;103;101;101;21.8;75.2
260;167;134;123;123;23;70.1
407;280;227;164;164;24.6;63.5
332;180;182;156;156;25.4;60.5
448;212;268;188;188;26.6;55.6
483;191;290;213;191;27.6;50.7
422;179;248;236;179;28.2;48.8
302;144;162;175;144;28.2;51.3
241;116;125;149;116;28;51.9
143;73;73;84;73;27.4;53.9
25;14;14;10;13;26.3;57.4
11;6;6;2;5;25.4;60.8
2;1;1;0;0;24.5;64.2
0;0;0;0;0;23.3;68.8
0;0;0;0;0;22.1;73.9
0;0;0;0;0;21;77.2
0;0;0;0;0;19.8;80.2
0;0;0;0;0;18.6;90.4
0;0;0;0;0;17.5;95.2
0;0;0;0;0;16.8;97.9
0;0;0;0;0;16.4;97.9
1;0;1;1;0;16.3;97.9
31;13;16;16;15;16.6;95.8
75;41;39;39;39;17.3;94
124;71;64;64;64;18;89.6
169;97;89;86;86;18.6;82.3
210;118;112;105;105;19.2;82.6
234;126;126;118;118;19.8;75
252;130;137;126;126;20.2;76.9
256;128;140;131;128;20.6;73.4
237;119;128;127;119;20;84.4
205;102;109;114;102;20.9;79.8
171;87;90;97;87;20.8;80
123;63;63;69;63;20.6;66.7
78;41;41;43;41;20.2;66.8
35;18;18;15;17;19.7;70.5
2;1;1;0;0;19.1;72
0;0;0;0;0;17.9;85.1
0;0;0;0;0;17.4;88.1
0;0;0;0;0;16.4;85.7
0;0;0;0;0;15.5;88.7
0;0;0;0;0;14.7;95.1
0;0;0;0;0;14.8;95.4
0;0;0;0;0;14.5;96.6
0;0;0;0;0;14.4;97.9
1;0;1;1;0;14.4;97.9
37;19;19;19;19;15.1;97.3
96;59;49;49;51;16;86.7
158;98;79;79;79;17;81.9
210;127;109;103;103;18.1;71
255;146;136;124;124;19.1;64
292;157;159;140;140;20;55.3
320;160;177;153;153;20.8;55.4
329;156;182;162;156;21.4;52.7
299;144;163;160;144;21.9;51.4
269;130;144;153;130;22.1;52.3
212;105;111;126;105;22.1;49.9
163;82;83;100;82;21.8;63.3
106;54;54;66;56;21.2;78.1
47;24;24;26;25;20.7;80.5
3;1;1;0;0;20;68.5
0;0;0;0;0;18.4;65.3
0;0;0;0;0;16.8;67.4
0;0;0;0;0;15.3;73.3
0;0;0;0;0;13.7;77.7
0;0;0;0;0;12.7;88.3
0;0;0;0;0;11.4;91.9
0;0;0;0;0;10.7;97.6
0;0;0;0;0;10.2;98.9
4;0;2;2;0;10.1;100
112;505;35;35;207;11.6;94.2
271;730;59;59;173;13.6;85.5
446;817;97;82;82;16.2;75.6
611;777;264;107;107;19.1;68.8
747;662;407;124;124;21.8;53.5
847;487;512;135;135;24.2;48.7
909;273;573;138;138;26.3;44
918;138;580;239;138;27.9;38.3
873;133;532;464;133;29;34.4
785;121;433;657;121;29.6;34
648;105;290;786;105;29.6;34.6
485;85;123;838;85;28.8;35.3
307;66;66;779;167;27.3;36.6
141;41;41;571;219;25.3;42.6
8;4;4;0;2;23;49.5
0;0;0;0;0;21.7;63.5
0;0;0;0;0;20.4;67.3
0;0;0;0;0;19.1;71.5
0;0;0;0;0;17.8;75
0;0;0;0;0;17.7;75.3
0;0;0;0;0;17.6;75.5
0;0;0;0;0;17.6;79.8
0;0;0;0;0;17.5;78.1
1;0;1;1;0;17.6;80.2
44;26;23;23;24;18.5;81.7
95;58;48;48;50;19.3;81.3
165;104;82;82;82;20.6;69.9
203;121;105;101;101;21.6;76.1
281;163;150;135;135;22.6;71.9
286;155;156;139;139;23.8;59.6
313;157;172;150;150;24.6;53.9
335;159;185;165;159;25.3;51.7
327;154;178;174;154;25.9;47.8
291;139;156;168;139;26.2;46.4
230;112;120;139;112;26.3;45.6
184;90;92;119;90;26.1;46.9
142;68;68;110;74;25.7;46.9
70;34;34;61;43;25.1;50.6
4;2;2;0;0;24.2;51.2
0;0;0;0;0;22.7;59.6
0;0;0;0;0;21.1;64
0;0;0;0;0;19.5;69
0;0;0;0;0;18;76.1
0;0;0;0;0;16.4;86.2
0;0;0;0;0;14.7;94.8
0;0;0;0;0;13.8;100
0;0;0;0;0;13.4;99.8
6;0;3;3;1;13.4;98.4
143;674;38;38;274;15.5;91.7
306;831;61;61;195;18.2;78.1
492;861;118;107;107;21.2;66.7
451;467;223;151;151;22.7;64.4
639;549;362;162;162;24.7;51.8
587;351;361;179;179;25.9;48.3
289;144;159;138;138;25.3;50.4
466;192;276;211;192;25.5;46.7
536;188;323;301;188;25.9;44.3
549;170;316;425;170;26.3;42.5
578;134;274;663;134;26.6;40.1
381;119;137;519;119;26.2;40.3
286;80;80;625;160;25.4;43.3
175;53;53;624;247;24.3;46.7
15;8;8;6;7;22.5;49.3
0;0;0;0;0;20.7;63.1
0;0;0;0;0;18.8;67.2
0;0;0;0;0;17;73.5
0;0;0;0;0;15.1;80.4
0;0;0;0;0;14.6;83.2
0;0;0;0;0;14;90.3
0;0;0;0;0;13.7;92.8
0;0;0;0;0;13.5;92.6
2;0;1;1;0;13.6;85.8
40;21;21;21;21;14.3;88.1
96;58;49;49;51;15.2;81.3
143;85;73;73;73;16.1;70.4
190;111;98;95;95;16.9;81
245;140;130;120;120;17.8;62.5
266;143;144;130;130;18.6;60.4
278;142;152;138;138;19.2;58.3
295;142;162;147;142;19.8;54.1
276;134;150;148;134;20.1;51
251;122;134;142;122;20.3;63.4
202;100;105;118;100;20.2;78.3
150;76;77;88;76;19.9;84.6
93;48;48;53;48;19.1;85
42;22;22;21;21;19.1;81
3;1;1;0;0;18.4;81
0;0;0;0;0;16.9;81
0;0;0;0;0;15.4;81.1
0;0;0;0;0;13.9;81.1
0;0;0;0;0;12.9;81.2
0;0;0;0;0;10.5;89
0;0;0;0;0;7.8;96.5
0;0;0;0;0;6.4;96.5
0;0;0;0;0;5.4;96.5
5;0;3;3;1;5.4;100
128;584;34;34;242;6.8;96.5
294;784;61;61;191;8.8;87.8
469;844;88;81;81;10.8;79.3
637;806;258;102;102;12.9;66.3
776;682;405;120;120;15;53.8
876;499;514;131;131;17.2;50.4
932;276;573;136;136;19;47.4
941;136;580;238;136;20.4;42.9
901;132;533;471;132;21.4;42.5
810;121;432;669;121;21.8;43.2
676;104;287;810;104;21.7;41
513;83;116;876;83;21;43.3
336;64;64;843;181;19.6;49.4
162;39;39;685;261;17.6;56.5
11;6;6;1;3;15.3;63.6
0;0;0;0;0;13.5;85.1
0;0;0;0;0;11.7;95
0;0;0;0;0;10;100
0;0;0;0;0;8.3;100
0;0;0;0;0;7.9;100
0;0;0;0;0;7.5;100
0;0;0;0;0;7.2;100
0;0;0;0;0;7;100
4;0;2;2;0;7.1;100
86;187;37;37;94;8.3;100
206;320;80;80;124;9.9;100
357;508;113;110;110;11.9;93.5
527;618;240;135;135;14;86.6
662;575;364;151;151;16.7;64.6
712;428;436;170;170;18.9;55.7
658;265;412;195;195;20.3;51.7
760;178;487;249;178;21.8;47.6
724;167;447;405;167;22.8;40.7
635;162;362;517;162;23.4;36.9
571;135;270;661;135;23.6;35.5
383;116;131;523;116;22.9;35.6
270;73;73;590;152;21.8;37.5
130;43;43;436;179;20.2;41.3
9;5;5;0;2;18.3;46.4
0;0;0;0;0;16.5;59.3
0;0;0;0;0;14.6;63.7
0;0;0;0;0;13.2;73.9
0;0;0;0;0;11.7;82.8
0;0;0;0;0;10.6;83.7
0;0;0;0;0;9.5;92.7
0;0;0;0;0;8.9;92.7
0;0;0;0;0;8.5;95.2
5;0;3;3;1;8.5;94.7
92;212;39;39;105;9.8;87.8
230;456;74;74;145;11.5;81.4
309;354;121;120;120;12.9;76.7
387;354;191;147;147;14.1;71.3
525;395;287;179;179;16.1;60.6
680;400;406;183;183;18.3;53.1
761;277;484;177;177;20.3;45.5
815;176;517;255;176;22;40.8
716;173;441;402;173;23.1;36.9
571;173;322;438;173;23.4;34.1
488;149;237;495;149;23.4;33.6
385;116;131;525;116;22.9;32.4
276;81;81;579;157;22;33.2
156;51;51;545;223;20.6;36.6
17;9;9;7;8;18.9;40.3
0;0;0;0;0;16.2;55.4
0;0;0;0;0;13.4;63
0;0;0;0;0;11.5;68.5
0;0;0;0;0;9.4;72.3
0;0;0;0;0;7.7;87.5
0;0;0;0;0;5.8;91.2
0;0;0;0;0;4.8;94.6
0;0;0;0;0;4;97
6;0;3;3;1;3.9;94.8
119;449;39;39;197;5.3;85.2
269;673;67;67;181;6.9;77
437;768;90;89;89;8.7;69
595;743;248;115;115;10.6;62.1
711;632;383;138;138;12.2;49.8
808;479;486;150;150;13.5;46.2
857;283;540;157;157;15.1;42.6
851;161;538;248;161;16.2;41.1
806;157;491;443;157;16.9;40.7
706;150;394;586;150;17.2;41.9
589;130;270;687;130;17;41.4
447;97;119;731;97;16.2;43.1
281;75;75;612;158;14.9;47.8
126;42;42;415;172;13.4;51.1
10;5;5;1;3;11.8;56.2
0;0;0;0;0;10.4;64.3
0;0;0;0;0;8.9;73.8
0;0;0;0;0;7.4;77.4
0;0;0;0;0;6;82.2
0;0;0;0;0;5.8;80.5
0;0;0;0;0;5.7;84.6
0;0;0;0;0;5.5;84.3
0;0;0;0;0;5.4;83.6
6;0;3;3;1;5.5;84.9
136;587;38;38;251;7.5;77.2
308;806;63;63;205;9.9;70.2
495;878;86;86;87;12.6;65.3
670;840;257;103;103;15.5;56.5
807;705;407;120;120;18.6;38.7
911;515;519;132;132;21.5;31.3
964;282;578;136;136;23.8;27.2
963;136;580;238;136;25.7;23.3
916;132;530;473;132;26.9;21.6
820;122;426;668;122;27.5;21.5
677;105;279;799;105;27.6;20.8
505;92;117;835;92;26.8;23
322;64;64;786;178;25.2;25.6
151;41;41;581;230;23;29.5
10;5;5;1;3;20.5;35.3
0;0;0;0;0;18.3;46.1
0;0;0;0;0;16;52.1
0;0;0;0;0;14.2;58.9
0;0;0;0;0;12.8;61.9
0;0;0;0;0;11.4;100
0;0;0;0;0;9.9;100
0;0;0;0;0;8.5;100
0;0;0;0;0;7.9;100
7;0;3;3;1;7.9;100
114;421;38;38;187;9.1;100
265;655;67;67;181;10.6;100
432;746;93;93;96;12.3;91.1
589;735;242;115;115;13.9;81.7
716;635;380;137;137;15.9;75.3
808;479;480;151;151;17.7;64
856;284;534;158;158;19.2;60.2
868;155;543;245;155;20.4;55.9
832;147;499;450;147;21.2;52.2
739;138;402;614;138;21.6;51.5
603;124;268;705;124;21.5;48.8
458;99;119;743;99;20.8;49.1
288;75;75;649;166;19.6;52.7
137;42;42;462;190;18;62.4
13;7;7;2;4;16.2;66.2
0;0;0;0;0;15.4;76
0;0;0;0;0;14.7;80.1
0;0;0;0;0;13.9;82.9
0;0;0;0;0;13.4;84.4
0;0;0;0;0;13.5;88
0;0;0;0;0;13.9;84.3
0;0;0;0;0;14.2;85.6
0;0;0;0;0;14.3;88.8
2;0;1;1;0;14.1;97.7
27;10;14;14;13;14.5;92.8
61;31;32;32;32;15.2;90.6
100;54;52;52;52;16.1;82.6
138;76;72;71;71;16.3;89.4
166;91;88;85;85;15.7;93.9
185;99;99;95;95;17.9;83.9
199;104;108;102;102;18.5;79.7
194;99;105;100;99;18.9;79.7
173;89;93;92;89;19.2;79.7
155;80;82;84;80;19.3;79.7
130;68;68;71;68;19.3;79.7
100;52;52;54;52;19.2;66.8
64;34;34;32;34;18.9;79.7
31;16;16;12;15;18.5;79.7
3;2;2;0;0;18.1;79.7
0;0;0;0;0;17.6;79.7
0;0;0;0;0;17.1;79.7
0;0;0;0;0;16.6;79.7
0;0;0;0;0;15.5;85.9
0;0;0;0;0;15.6;84.1
0;0;0;0;0;15;90.1
0;0;0;0;0;14.9;86
0;0;0;0;0;14.6;91.3
